regio,epulettipus,lakastipus,idoszak,atlagár_mFt
Közép-Dunántúl,"családi ház, sorház",Új lakások,2025. IV.,..
Közép-Dunántúl,többlakásos,Új lakások,2021. I.,39.8
Közép-Dunántúl,többlakásos,Új lakások,2021. II.,35.2
Közép-Dunántúl,többlakásos,Új lakások,2021. III.,44.7
Közép-Dunántúl,többlakásos,Új lakások,2021. IV.,40.8
Közép-Dunántúl,többlakásos,Új lakások,2022. I.,49.3
Közép-Dunántúl,többlakásos,Új lakások,2022. II.,41.1
Közép-Dunántúl,többlakásos,Új lakások,2022. III.,41.8
Közép-Dunántúl,többlakásos,Új lakások,2022. IV.,45.7
Közép-Dunántúl,többlakásos,Új lakások,2023. I.,49.6
Közép-Dunántúl,többlakásos,Új lakások,2023. II.,62.3
Közép-Dunántúl,többlakásos,Új lakások,2023. III.,65.1
Közép-Dunántúl,többlakásos,Új lakások,2023. IV.,57.7
Közép-Dunántúl,többlakásos,Új lakások,2024. I.,59.8
Közép-Dunántúl,többlakásos,Új lakások,2024. II.,55.4
Közép-Dunántúl,többlakásos,Új lakások,2024. III.,..
Közép-Dunántúl,többlakásos,Új lakások,2024. IV.,67.1
Közép-Dunántúl,többlakásos,Új lakások,2025. I.,67.2
Közép-Dunántúl,többlakásos,Új lakások,2025. II.,64.1
Közép-Dunántúl,többlakásos,Új lakások,2025. III.,62.7
Közép-Dunántúl,többlakásos,Új lakások,2025. IV.,74.4
Közép-Dunántúl,lakótelep,Új lakások,2021. I.,..
Közép-Dunántúl,lakótelep,Új lakások,2021. II.,..
Közép-Dunántúl,lakótelep,Új lakások,2021. III.,..
Közép-Dunántúl,lakótelep,Új lakások,2021. IV.,..
Közép-Dunántúl,lakótelep,Új lakások,2022. I.,..
Közép-Dunántúl,lakótelep,Új lakások,2022. II.,..
Közép-Dunántúl,lakótelep,Új lakások,2022. III.,..
Közép-Dunántúl,lakótelep,Új lakások,2022. IV.,..
Közép-Dunántúl,lakótelep,Új lakások,2023. I.,..
Közép-Dunántúl,lakótelep,Új lakások,2023. II.,..
Közép-Dunántúl,lakótelep,Új lakások,2023. III.,..
Közép-Dunántúl,lakótelep,Új lakások,2023. IV.,..
Közép-Dunántúl,lakótelep,Új lakások,2024. I.,..
Közép-Dunántúl,lakótelep,Új lakások,2024. II.,..
Közép-Dunántúl,lakótelep,Új lakások,2024. III.,..
Közép-Dunántúl,lakótelep,Új lakások,2024. IV.,..
Közép-Dunántúl,lakótelep,Új lakások,2025. I.,..
Közép-Dunántúl,lakótelep,Új lakások,2025. II.,..
Közép-Dunántúl,lakótelep,Új lakások,2025. III.,..
Közép-Dunántúl,lakótelep,Új lakások,2025. IV.,..
Közép-Dunántúl,együtt,Új lakások,2021. I.,41.2
Közép-Dunántúl,együtt,Új lakások,2021. II.,38
Közép-Dunántúl,együtt,Új lakások,2021. III.,46.5
Közép-Dunántúl,együtt,Új lakások,2021. IV.,43
Közép-Dunántúl,együtt,Új lakások,2022. I.,51.8
Közép-Dunántúl,együtt,Új lakások,2022. II.,43.9
Közép-Dunántúl,együtt,Új lakások,2022. III.,45
Közép-Dunántúl,együtt,Új lakások,2022. IV.,48.5
Közép-Dunántúl,együtt,Új lakások,2023. I.,56
Közép-Dunántúl,együtt,Új lakások,2023. II.,63.1
Közép-Dunántúl,együtt,Új lakások,2023. III.,64.8
Közép-Dunántúl,együtt,Új lakások,2023. IV.,59
Közép-Dunántúl,együtt,Új lakások,2024. I.,63.8
Közép-Dunántúl,együtt,Új lakások,2024. II.,61.5
Közép-Dunántúl,együtt,Új lakások,2024. III.,61
Közép-Dunántúl,együtt,Új lakások,2024. IV.,69.5
Közép-Dunántúl,együtt,Új lakások,2025. I.,71.5
Közép-Dunántúl,együtt,Új lakások,2025. II.,71
Közép-Dunántúl,együtt,Új lakások,2025. III.,69.6
Közép-Dunántúl,együtt,Új lakások,2025. IV.,76.3
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2021. I.,43.5
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2021. II.,49.6
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2021. III.,..
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2021. IV.,..
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2022. I.,64.4
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2022. II.,..
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2022. III.,..
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2022. IV.,..
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2023. I.,..
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2023. II.,..
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2023. III.,..
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2023. IV.,..
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2024. I.,..
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2024. II.,..
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2024. III.,..
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2024. IV.,..
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2025. I.,..
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2025. II.,..
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2025. III.,..
Nyugat-Dunántúl,"családi ház, sorház",Új lakások,2025. IV.,..
Nyugat-Dunántúl,többlakásos,Új lakások,2021. I.,29.5
Nyugat-Dunántúl,többlakásos,Új lakások,2021. II.,29.4
Nyugat-Dunántúl,többlakásos,Új lakások,2021. III.,30.1
Nyugat-Dunántúl,többlakásos,Új lakások,2021. IV.,33
Nyugat-Dunántúl,többlakásos,Új lakások,2022. I.,37.8
Nyugat-Dunántúl,többlakásos,Új lakások,2022. II.,35.2
Nyugat-Dunántúl,többlakásos,Új lakások,2022. III.,33.7
Nyugat-Dunántúl,többlakásos,Új lakások,2022. IV.,36
Nyugat-Dunántúl,többlakásos,Új lakások,2023. I.,39.3
Nyugat-Dunántúl,többlakásos,Új lakások,2023. II.,37.7
Nyugat-Dunántúl,többlakásos,Új lakások,2023. III.,44.4
Nyugat-Dunántúl,többlakásos,Új lakások,2023. IV.,39.8
Nyugat-Dunántúl,többlakásos,Új lakások,2024. I.,39.8
Nyugat-Dunántúl,többlakásos,Új lakások,2024. II.,44.1
Nyugat-Dunántúl,többlakásos,Új lakások,2024. III.,45.8
Nyugat-Dunántúl,többlakásos,Új lakások,2024. IV.,47.9
Nyugat-Dunántúl,többlakásos,Új lakások,2025. I.,48.1
Nyugat-Dunántúl,többlakásos,Új lakások,2025. II.,48.6
Nyugat-Dunántúl,többlakásos,Új lakások,2025. III.,55
Nyugat-Dunántúl,többlakásos,Új lakások,2025. IV.,56.3
Nyugat-Dunántúl,lakótelep,Új lakások,2021. I.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2021. II.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2021. III.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2021. IV.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2022. I.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2022. II.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2022. III.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2022. IV.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2023. I.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2023. II.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2023. III.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2023. IV.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2024. I.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2024. II.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2024. III.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2024. IV.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2025. I.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2025. II.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2025. III.,..
Nyugat-Dunántúl,lakótelep,Új lakások,2025. IV.,..
Nyugat-Dunántúl,együtt,Új lakások,2021. I.,31.5
Nyugat-Dunántúl,együtt,Új lakások,2021. II.,32
Nyugat-Dunántúl,együtt,Új lakások,2021. III.,32
Nyugat-Dunántúl,együtt,Új lakások,2021. IV.,35.3
Nyugat-Dunántúl,együtt,Új lakások,2022. I.,42.2
Nyugat-Dunántúl,együtt,Új lakások,2022. II.,39.2
Nyugat-Dunántúl,együtt,Új lakások,2022. III.,36.2
Nyugat-Dunántúl,együtt,Új lakások,2022. IV.,38.9
Nyugat-Dunántúl,együtt,Új lakások,2023. I.,44.6
Nyugat-Dunántúl,együtt,Új lakások,2023. II.,43.2
Nyugat-Dunántúl,együtt,Új lakások,2023. III.,46.5
Nyugat-Dunántúl,együtt,Új lakások,2023. IV.,41.4
Nyugat-Dunántúl,együtt,Új lakások,2024. I.,44.5
Nyugat-Dunántúl,együtt,Új lakások,2024. II.,52.2
Nyugat-Dunántúl,együtt,Új lakások,2024. III.,52.6
Nyugat-Dunántúl,együtt,Új lakások,2024. IV.,54.6
Nyugat-Dunántúl,együtt,Új lakások,2025. I.,53.9
Nyugat-Dunántúl,együtt,Új lakások,2025. II.,57.3
Nyugat-Dunántúl,együtt,Új lakások,2025. III.,61
Nyugat-Dunántúl,együtt,Új lakások,2025. IV.,62.3
Dél-Dunántúl,"családi ház, sorház",Új lakások,2021. I.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2021. II.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2021. III.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2021. IV.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2022. I.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2022. II.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2022. III.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2022. IV.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2023. I.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2023. II.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2023. III.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2023. IV.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2024. I.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2024. II.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2024. III.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2024. IV.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2025. I.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2025. II.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2025. III.,..
Dél-Dunántúl,"családi ház, sorház",Új lakások,2025. IV.,..
Dél-Dunántúl,többlakásos,Új lakások,2021. I.,42
Dél-Dunántúl,többlakásos,Új lakások,2021. II.,39.7
Dél-Dunántúl,többlakásos,Új lakások,2021. III.,35.1
Dél-Dunántúl,többlakásos,Új lakások,2021. IV.,43.1
Dél-Dunántúl,többlakásos,Új lakások,2022. I.,49.2
Dél-Dunántúl,többlakásos,Új lakások,2022. II.,53.8
Dél-Dunántúl,többlakásos,Új lakások,2022. III.,56.3
Dél-Dunántúl,többlakásos,Új lakások,2022. IV.,46.5
Dél-Dunántúl,többlakásos,Új lakások,2023. I.,44.8
Dél-Dunántúl,többlakásos,Új lakások,2023. II.,60.9
Dél-Dunántúl,többlakásos,Új lakások,2023. III.,62.3
Dél-Dunántúl,többlakásos,Új lakások,2023. IV.,55.7
Dél-Dunántúl,többlakásos,Új lakások,2024. I.,63.7
Dél-Dunántúl,többlakásos,Új lakások,2024. II.,69.7
Dél-Dunántúl,többlakásos,Új lakások,2024. III.,68.3
Dél-Dunántúl,többlakásos,Új lakások,2024. IV.,74.1
Dél-Dunántúl,többlakásos,Új lakások,2025. I.,78.5
Dél-Dunántúl,többlakásos,Új lakások,2025. II.,78.4
Dél-Dunántúl,többlakásos,Új lakások,2025. III.,80.2
Dél-Dunántúl,többlakásos,Új lakások,2025. IV.,72
Dél-Dunántúl,lakótelep,Új lakások,2021. I.,..
Dél-Dunántúl,lakótelep,Új lakások,2021. II.,..
Dél-Dunántúl,lakótelep,Új lakások,2021. III.,..
Dél-Dunántúl,lakótelep,Új lakások,2021. IV.,..
Dél-Dunántúl,lakótelep,Új lakások,2022. I.,..
Dél-Dunántúl,lakótelep,Új lakások,2022. II.,..
Dél-Dunántúl,lakótelep,Új lakások,2022. III.,..
Dél-Dunántúl,lakótelep,Új lakások,2022. IV.,..
Dél-Dunántúl,lakótelep,Új lakások,2023. I.,..
Dél-Dunántúl,lakótelep,Új lakások,2023. II.,..
Dél-Dunántúl,lakótelep,Új lakások,2023. III.,..
Dél-Dunántúl,lakótelep,Új lakások,2023. IV.,..
Dél-Dunántúl,lakótelep,Új lakások,2024. I.,..
Dél-Dunántúl,lakótelep,Új lakások,2024. II.,..
Dél-Dunántúl,lakótelep,Új lakások,2024. III.,..
Dél-Dunántúl,lakótelep,Új lakások,2024. IV.,..
Dél-Dunántúl,lakótelep,Új lakások,2025. I.,..
Dél-Dunántúl,lakótelep,Új lakások,2025. II.,..
Dél-Dunántúl,lakótelep,Új lakások,2025. III.,..
Dél-Dunántúl,lakótelep,Új lakások,2025. IV.,..
Dél-Dunántúl,együtt,Új lakások,2021. I.,43.1
Dél-Dunántúl,együtt,Új lakások,2021. II.,42.6
Dél-Dunántúl,együtt,Új lakások,2021. III.,36
Dél-Dunántúl,együtt,Új lakások,2021. IV.,43.4
Dél-Dunántúl,együtt,Új lakások,2022. I.,49.5
Dél-Dunántúl,együtt,Új lakások,2022. II.,54.5
Dél-Dunántúl,együtt,Új lakások,2022. III.,56.5
Dél-Dunántúl,együtt,Új lakások,2022. IV.,47.8
Dél-Dunántúl,együtt,Új lakások,2023. I.,46.8
Dél-Dunántúl,együtt,Új lakások,2023. II.,63.7
Dél-Dunántúl,együtt,Új lakások,2023. III.,62.6
Dél-Dunántúl,együtt,Új lakások,2023. IV.,57.5
Dél-Dunántúl,együtt,Új lakások,2024. I.,63.5
Dél-Dunántúl,együtt,Új lakások,2024. II.,71.1
Dél-Dunántúl,együtt,Új lakások,2024. III.,68.7
Dél-Dunántúl,együtt,Új lakások,2024. IV.,77.8
Dél-Dunántúl,együtt,Új lakások,2025. I.,78.1
Dél-Dunántúl,együtt,Új lakások,2025. II.,79.2
Dél-Dunántúl,együtt,Új lakások,2025. III.,80.5
Dél-Dunántúl,együtt,Új lakások,2025. IV.,73.9
Észak-Magyarország,"családi ház, sorház",Új lakások,2021. I.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2021. II.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2021. III.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2021. IV.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2022. I.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2022. II.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2022. III.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2022. IV.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2023. I.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2023. II.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2023. III.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2023. IV.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2024. I.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2024. II.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2024. III.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2024. IV.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2025. I.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2025. II.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2025. III.,..
Észak-Magyarország,"családi ház, sorház",Új lakások,2025. IV.,..
Észak-Magyarország,többlakásos,Új lakások,2021. I.,32.5
Észak-Magyarország,többlakásos,Új lakások,2021. II.,30.9
Észak-Magyarország,többlakásos,Új lakások,2021. III.,30.1
Észak-Magyarország,többlakásos,Új lakások,2021. IV.,30.3
Észak-Magyarország,többlakásos,Új lakások,2022. I.,35.6
Észak-Magyarország,többlakásos,Új lakások,2022. II.,36.5
Észak-Magyarország,többlakásos,Új lakások,2022. III.,35
Észak-Magyarország,többlakásos,Új lakások,2022. IV.,..
Észak-Magyarország,többlakásos,Új lakások,2023. I.,..
Észak-Magyarország,többlakásos,Új lakások,2023. II.,..
Észak-Magyarország,többlakásos,Új lakások,2023. III.,..
Észak-Magyarország,többlakásos,Új lakások,2023. IV.,..
Észak-Magyarország,többlakásos,Új lakások,2024. I.,..
Észak-Magyarország,többlakásos,Új lakások,2024. II.,..
Észak-Magyarország,többlakásos,Új lakások,2024. III.,..
Észak-Magyarország,többlakásos,Új lakások,2024. IV.,43.2
Észak-Magyarország,többlakásos,Új lakások,2025. I.,..
Észak-Magyarország,többlakásos,Új lakások,2025. II.,..
Észak-Magyarország,többlakásos,Új lakások,2025. III.,..
Észak-Magyarország,többlakásos,Új lakások,2025. IV.,..
Észak-Magyarország,lakótelep,Új lakások,2021. I.,..
Észak-Magyarország,lakótelep,Új lakások,2021. II.,..
Észak-Magyarország,lakótelep,Új lakások,2021. III.,..
Észak-Magyarország,lakótelep,Új lakások,2021. IV.,..
Észak-Magyarország,lakótelep,Új lakások,2022. I.,..
Észak-Magyarország,lakótelep,Új lakások,2022. II.,..
Észak-Magyarország,lakótelep,Új lakások,2022. III.,..
Észak-Magyarország,lakótelep,Új lakások,2022. IV.,..
Észak-Magyarország,lakótelep,Új lakások,2023. I.,..
Észak-Magyarország,lakótelep,Új lakások,2023. II.,..
Észak-Magyarország,lakótelep,Új lakások,2023. III.,..
Észak-Magyarország,lakótelep,Új lakások,2023. IV.,..
Észak-Magyarország,lakótelep,Új lakások,2024. I.,..
Észak-Magyarország,lakótelep,Új lakások,2024. II.,..
Észak-Magyarország,lakótelep,Új lakások,2024. III.,..
Észak-Magyarország,lakótelep,Új lakások,2024. IV.,..
Észak-Magyarország,lakótelep,Új lakások,2025. I.,..
Észak-Magyarország,lakótelep,Új lakások,2025. II.,..
Észak-Magyarország,lakótelep,Új lakások,2025. III.,..
Észak-Magyarország,lakótelep,Új lakások,2025. IV.,..
Észak-Magyarország,együtt,Új lakások,2021. I.,33.5
Észak-Magyarország,együtt,Új lakások,2021. II.,32.1
Észak-Magyarország,együtt,Új lakások,2021. III.,29.9
Észak-Magyarország,együtt,Új lakások,2021. IV.,31.8
Észak-Magyarország,együtt,Új lakások,2022. I.,36.1
Észak-Magyarország,együtt,Új lakások,2022. II.,38.2
Észak-Magyarország,együtt,Új lakások,2022. III.,37.2
Észak-Magyarország,együtt,Új lakások,2022. IV.,..
Észak-Magyarország,együtt,Új lakások,2023. I.,..
Észak-Magyarország,együtt,Új lakások,2023. II.,..
Észak-Magyarország,együtt,Új lakások,2023. III.,..
Észak-Magyarország,együtt,Új lakások,2023. IV.,..
Észak-Magyarország,együtt,Új lakások,2024. I.,..
Észak-Magyarország,együtt,Új lakások,2024. II.,..
Észak-Magyarország,együtt,Új lakások,2024. III.,..
Észak-Magyarország,együtt,Új lakások,2024. IV.,44.1
Észak-Magyarország,együtt,Új lakások,2025. I.,..
Észak-Magyarország,együtt,Új lakások,2025. II.,..
Észak-Magyarország,együtt,Új lakások,2025. III.,..
Észak-Magyarország,együtt,Új lakások,2025. IV.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2021. I.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2021. II.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2021. III.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2021. IV.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2022. I.,61
Észak-Alföld,"családi ház, sorház",Új lakások,2022. II.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2022. III.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2022. IV.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2023. I.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2023. II.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2023. III.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2023. IV.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2024. I.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2024. II.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2024. III.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2024. IV.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2025. I.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2025. II.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2025. III.,..
Észak-Alföld,"családi ház, sorház",Új lakások,2025. IV.,..
Észak-Alföld,többlakásos,Új lakások,2021. I.,30.7
Észak-Alföld,többlakásos,Új lakások,2021. II.,33.3
Észak-Alföld,többlakásos,Új lakások,2021. III.,35.9
Észak-Alföld,többlakásos,Új lakások,2021. IV.,34.5
Észak-Alföld,többlakásos,Új lakások,2022. I.,36.7
Észak-Alföld,többlakásos,Új lakások,2022. II.,37.1
Észak-Alföld,többlakásos,Új lakások,2022. III.,31.7
Észak-Alföld,többlakásos,Új lakások,2022. IV.,36.3
Észak-Alföld,többlakásos,Új lakások,2023. I.,35.5
Észak-Alföld,többlakásos,Új lakások,2023. II.,39.2
Észak-Alföld,többlakásos,Új lakások,2023. III.,37.2
Észak-Alföld,többlakásos,Új lakások,2023. IV.,43.6
Észak-Alföld,többlakásos,Új lakások,2024. I.,46.2
Észak-Alföld,többlakásos,Új lakások,2024. II.,46.8
Észak-Alföld,többlakásos,Új lakások,2024. III.,45.5
Észak-Alföld,többlakásos,Új lakások,2024. IV.,59
Észak-Alföld,többlakásos,Új lakások,2025. I.,56.4
Észak-Alföld,többlakásos,Új lakások,2025. II.,52.8
Észak-Alföld,többlakásos,Új lakások,2025. III.,56.2
Észak-Alföld,többlakásos,Új lakások,2025. IV.,60.4
Észak-Alföld,lakótelep,Új lakások,2021. I.,..
Észak-Alföld,lakótelep,Új lakások,2021. II.,..
Észak-Alföld,lakótelep,Új lakások,2021. III.,..
Észak-Alföld,lakótelep,Új lakások,2021. IV.,..
Észak-Alföld,lakótelep,Új lakások,2022. I.,..
Észak-Alföld,lakótelep,Új lakások,2022. II.,..
Észak-Alföld,lakótelep,Új lakások,2022. III.,..
Észak-Alföld,lakótelep,Új lakások,2022. IV.,..
Észak-Alföld,lakótelep,Új lakások,2023. I.,..
Észak-Alföld,lakótelep,Új lakások,2023. II.,..
Észak-Alföld,lakótelep,Új lakások,2023. III.,..
Észak-Alföld,lakótelep,Új lakások,2023. IV.,..
Észak-Alföld,lakótelep,Új lakások,2024. I.,..
Észak-Alföld,lakótelep,Új lakások,2024. II.,..
Észak-Alföld,lakótelep,Új lakások,2024. III.,..
Észak-Alföld,lakótelep,Új lakások,2024. IV.,..
Észak-Alföld,lakótelep,Új lakások,2025. I.,..
Észak-Alföld,lakótelep,Új lakások,2025. II.,..
Észak-Alföld,lakótelep,Új lakások,2025. III.,..
Észak-Alföld,lakótelep,Új lakások,2025. IV.,..
Észak-Alföld,együtt,Új lakások,2021. I.,33.2
Észak-Alföld,együtt,Új lakások,2021. II.,37.8
Észak-Alföld,együtt,Új lakások,2021. III.,39.6
Észak-Alföld,együtt,Új lakások,2021. IV.,37.7
Észak-Alföld,együtt,Új lakások,2022. I.,43.9
Észak-Alföld,együtt,Új lakások,2022. II.,41.3
Észak-Alföld,együtt,Új lakások,2022. III.,36.2
Észak-Alföld,együtt,Új lakások,2022. IV.,40.7
Észak-Alföld,együtt,Új lakások,2023. I.,42.8
Észak-Alföld,együtt,Új lakások,2023. II.,47.9
Észak-Alföld,együtt,Új lakások,2023. III.,43.2
Észak-Alföld,együtt,Új lakások,2023. IV.,47.3
Észak-Alföld,együtt,Új lakások,2024. I.,52.7
Észak-Alföld,együtt,Új lakások,2024. II.,51.5
Észak-Alföld,együtt,Új lakások,2024. III.,52.5
Észak-Alföld,együtt,Új lakások,2024. IV.,60.5
Észak-Alföld,együtt,Új lakások,2025. I.,61.2
Észak-Alföld,együtt,Új lakások,2025. II.,63.6
Észak-Alföld,együtt,Új lakások,2025. III.,57.1
Észak-Alföld,együtt,Új lakások,2025. IV.,63.7
Dél-Alföld,"családi ház, sorház",Új lakások,2021. I.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2021. II.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2021. III.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2021. IV.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2022. I.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2022. II.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2022. III.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2022. IV.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2023. I.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2023. II.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2023. III.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2023. IV.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2024. I.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2024. II.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2024. III.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2024. IV.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2025. I.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2025. II.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2025. III.,..
Dél-Alföld,"családi ház, sorház",Új lakások,2025. IV.,..
Dél-Alföld,többlakásos,Új lakások,2021. I.,29.2
Dél-Alföld,többlakásos,Új lakások,2021. II.,29.3
Dél-Alföld,többlakásos,Új lakások,2021. III.,33.8
Dél-Alföld,többlakásos,Új lakások,2021. IV.,31.9
Dél-Alföld,többlakásos,Új lakások,2022. I.,37.4
Dél-Alföld,többlakásos,Új lakások,2022. II.,39.4
Dél-Alföld,többlakásos,Új lakások,2022. III.,45.4
Dél-Alföld,többlakásos,Új lakások,2022. IV.,47.5
Dél-Alföld,többlakásos,Új lakások,2023. I.,46
Dél-Alföld,többlakásos,Új lakások,2023. II.,47.5
Dél-Alföld,többlakásos,Új lakások,2023. III.,41.7
Dél-Alföld,többlakásos,Új lakások,2023. IV.,..
Dél-Alföld,többlakásos,Új lakások,2024. I.,44.2
Dél-Alföld,többlakásos,Új lakások,2024. II.,43.7
Dél-Alföld,többlakásos,Új lakások,2024. III.,49.8
Dél-Alföld,többlakásos,Új lakások,2024. IV.,..
Dél-Alföld,többlakásos,Új lakások,2025. I.,53.4
Dél-Alföld,többlakásos,Új lakások,2025. II.,65.1
Dél-Alföld,többlakásos,Új lakások,2025. III.,..
Dél-Alföld,többlakásos,Új lakások,2025. IV.,64
Dél-Alföld,lakótelep,Új lakások,2021. I.,..
Dél-Alföld,lakótelep,Új lakások,2021. II.,..
Dél-Alföld,lakótelep,Új lakások,2021. III.,..
Dél-Alföld,lakótelep,Új lakások,2021. IV.,..
Dél-Alföld,lakótelep,Új lakások,2022. I.,..
Dél-Alföld,lakótelep,Új lakások,2022. II.,..
Dél-Alföld,lakótelep,Új lakások,2022. III.,..
Dél-Alföld,lakótelep,Új lakások,2022. IV.,..
Dél-Alföld,lakótelep,Új lakások,2023. I.,..
Dél-Alföld,lakótelep,Új lakások,2023. II.,..
Dél-Alföld,lakótelep,Új lakások,2023. III.,..
Dél-Alföld,lakótelep,Új lakások,2023. IV.,..
Dél-Alföld,lakótelep,Új lakások,2024. I.,..
Dél-Alföld,lakótelep,Új lakások,2024. II.,..
